car_name,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,car_prices_in_rupee
Hyundai Verna 1.6 CRDi SX,"42,234 kms",Diesel,Manual,2nd Owner,2016,1197 cc,5 Seats,5.60 Lakh
Audi Q5 30 TDI quattro Premium,"80,000 kms",Diesel,Automatic,3rd Owner,2015,1197 cc,5 Seats,14.75 Lakh
Maruti Ignis Sigma,"2,294 kms",Petrol,Manual,1st Owner,2022,1396 cc,5 Seats,5.02 Lakh
Maruti Baleno Delta,"38,736 kms",Petrol,Manual,1st Owner,2020,998 cc,5 Seats,6.31 Lakh
Hyundai i20 Asta 1.4 CRDi,"1,30,432 kms",Diesel,Manual,1st Owner,2014,2694 cc,7 Seats,3.81 Lakh
Hyundai Venue SX Opt iMT,"10,000 kms",Petrol,Manual,1st Owner,2021,2967 cc,5 Seats,11.50 Lakh
Toyota Fortuner 2.7 2WD AT,"44,000 kms",Petrol,Automatic,2nd Owner,2019,1086 cc,5 Seats,31 Lakh
Audi Q5 3.0 TDI Quattro,"68,000 kms",Diesel,Automatic,3rd Owner,2011,2967 cc,5 Seats,9.95 Lakh
Hyundai i10 Magna 1.1L,"38,000 kms",Petrol,Manual,1st Owner,2011,1197 cc,5 Seats,2.25 Lakh
Audi Q5 3.0 TDI Quattro Technology,"35,000 kms",Diesel,Automatic,1st Owner,2015,2179 cc,7 Seats,21 Lakh
Maruti Swift Dzire VXI 1.2 BS IV,"65,000 kms",Petrol,Manual,1st Owner,2019,1582 cc,5 Seats,6.50 Lakh
Mahindra Scorpio S5,"12,001 kms",Diesel,Manual,1st Owner,2022,2967 cc,7 Seats,15.85 Lakh
Hyundai Creta 1.6 SX Automatic Diesel,"36,000 kms",Diesel,Automatic,2nd Owner,2020,1969 cc,5 Seats,14.25 Lakh
Audi Q7 45 TDI Quattro Premium Plus,"43,000 kms",Diesel,Automatic,2nd Owner,2014,1968 cc,5 Seats,18.75 Lakh
Volvo XC60 Inscription D5,"7,500 kms",Diesel,Automatic,1st Owner,2020,1798 cc,5 Seats,60 Lakh
Audi Q3 2.0 TDI Quattro Premium Plus,"56,500 kms",Diesel,Automatic,1st Owner,2014,1582 cc,5 Seats,13 Lakh
Audi A6 35 TFSI Matrix,"30,000 kms",Petrol,Automatic,1st Owner,2018,1950 cc,5 Seats,36.75 Lakh
Hyundai Verna CRDi 1.6 AT SX Plus,"63,500 kms",Diesel,Automatic,1st Owner,2017,1995 cc,5 Seats,10 Lakh
Mercedes-Benz C-Class Progressive C 220d,"26,500 kms",Diesel,Automatic,1st Owner,2019,2179 cc,7 Seats,41 Lakh
BMW X1 xDrive 20d xLine,"38,500 kms",Diesel,Automatic,1st Owner,2018,1498 cc,5 Seats,28.50 Lakh
Mahindra XUV500 R W10 FWD,"65,000 kms",Diesel,Manual,1st Owner,2015,1493 cc,5 Seats,8.90 Lakh
Honda Amaze VX CVT Diesel,"44,500 kms",Diesel,Automatic,1st Owner,2019,2993 cc,5 Seats,9.25 Lakh
Hyundai i20 Sportz Diesel,"15,500 kms",Diesel,Manual,1st Owner,2022,1991 cc,5 Seats,9.75 Lakh
BMW X5 xDrive 30d xLine,"20,500 kms",Diesel,Automatic,1st Owner,2022,1995 cc,5 Seats,1 Crore
Mercedes-Benz E-Class Expression E 200 BSIV,"65,000 kms",Petrol,Automatic,1st Owner,2018,2143 cc,5 Seats,44 Lakh
BMW 3 Series 320d GT Luxury Line,"64,593 kms",Diesel,Automatic,3rd Owner,2014,2755 cc,7 Seats,18.50 Lakh
Mercedes-Benz E-Class E250 CDI Avantgarde,"63,203 kms",Diesel,Automatic,2nd Owner,2015,1995 cc,4 Seats,22 Lakh
Toyota Fortuner 2.8 2WD AT,"60,500 kms",Diesel,Automatic,1st Owner,2017,1248 cc,7 Seats,29 Lakh
BMW 6 Series GT 620d Luxury Line 2019-2021,"50,000 kms",Diesel,Automatic,1st Owner,2020,796 cc,5 Seats,60.50 Lakh
Maruti Ertiga ZDI,"43,000 kms",Diesel,Manual,2nd Owner,2014,2987 cc,7 Seats,6 Lakh
Maruti Alto 800 LXI,"31,458 kms",Petrol,Manual,1st Owner,2021,1582 cc,5 Seats,3.07 Lakh
Mercedes-Benz GLS 350d 4MATIC,"70,000 kms",Diesel,Automatic,2nd Owner,2016,998 cc,5 Seats,52 Lakh
Hyundai Elantra CRDi S,"70,372 kms",Diesel,Manual,1st Owner,2013,624 cc,4 Seats,5.25 Lakh
Maruti Wagon R LXI CNG,"1,29,325 kms",Cng,Manual,1st Owner,2012,1991 cc,5 Seats,1.90 Lakh
Tata Nano Twist XT,"59,290 kms",Petrol,Manual,4th Owner,2015,2993 cc,5 Seats,"85,671"
Mercedes-Benz GLC 200,"15,000 kms",Petrol,Automatic,1st Owner,2021,1968 cc,5 Seats,61 Lakh
BMW X6 xDrive 40d M Sport,"75,000 kms",Diesel,Automatic,2nd Owner,2015,2143 cc,5 Seats,37.90 Lakh
Audi Q5 2.0 TDI Premium Plus,"94,002 kms",Diesel,Automatic,2nd Owner,2014,2494 cc,5 Seats,16 Lakh
Mercedes-Benz C-Class C 220 CDI Avantgarde,"90,004 kms",Diesel,Automatic,3rd Owner,2014,2993 cc,5 Seats,11.90 Lakh
Toyota Camry 2.5 Hybrid,"47,000 kms",Petrol,Automatic,1st Owner,2017,1498 cc,5 Seats,23.50 Lakh
BMW X5 xDrive 30d M Sport,"83,005 kms",Diesel,Automatic,2nd Owner,2014,1595 cc,5 Seats,29 Lakh
Ford Ecosport 1.5 Diesel Titanium,"62,500 kms",Diesel,Manual,1st Owner,2015,2143 cc,5 Seats,4.75 Lakh
Mercedes-Benz B Class B180 Sports,"67,000 kms",Petrol,Automatic,2nd Owner,2013,1197 cc,5 Seats,12.90 Lakh
Mercedes-Benz GLE 250d,"64,000 kms",Diesel,Automatic,1st Owner,2016,2967 cc,4 Seats,36.50 Lakh
Maruti Swift ZXI BSIV,"39,889 kms",Petrol,Manual,2nd Owner,2017,1997 cc,5 Seats,4.41 Lakh
Audi A8 L 50 TDI Quattro Premium Plus,"81,250 kms",Diesel,Automatic,1st Owner,2015,1498 cc,5 Seats,42 Lakh
Jaguar F-Pace 2.0 R-Dynamic S Diesel,"9,900 kms",Diesel,Automatic,1st Owner,2021,1498 cc,5 Seats,74 Lakh
Ford Ecosport 1.5 Diesel Titanium Plus,"43,000 kms",Diesel,Manual,1st Owner,2016,1998 cc,5 Seats,5.25 Lakh
MG Astor Sharp CVT,"2,400 kms",Petrol,Automatic,1st Owner,2022,2993 cc,4 Seats,17.25 Lakh
BMW X4 xDrive30i M Sport Silver Shadow Edition,"7,600 kms",Petrol,Automatic,1st Owner,2022,1798 cc,5 Seats,74.50 Lakh
Jaguar XJ 3.0L LWB Ultimate,"79,004 kms",Diesel,Automatic,2nd Owner,2012,2143 cc,5 Seats,22.90 Lakh
Toyota Corolla Altis VL AT,"99,300 kms",Petrol,Automatic,2nd Owner,2015,2987 cc,5 Seats,8.75 Lakh
Mercedes-Benz M-Class ML 250 CDI,"80,000 kms",Diesel,Automatic,2nd Owner,2014,4367 cc,5 Seats,21.90 Lakh
Mercedes-Benz S-Class S 350 CDI,"40,000 kms",Diesel,Automatic,1st Owner,2015,1968 cc,5 Seats,51 Lakh
Land Rover Range Rover Vogue SE 4.4 SDV8,"87,002 kms",Diesel,Automatic,2nd Owner,2013,1968 cc,5 Seats,35.25 Lakh
Audi Q5 2.0 TDI Premium Plus,"94,002 kms",Diesel,Automatic,2nd Owner,2013,2487 cc,5 Seats,14.25 Lakh
Audi A6 2.0 TDI Premium Plus,"82,005 kms",Diesel,Automatic,2nd Owner,2013,4367 cc,5 Seats,14.25 Lakh
Toyota Camry Hybrid 2.5,"20,000 kms",Petrol,Automatic,1st Owner,2019,1998 cc,5 Seats,40.90 Lakh
Land Rover Range Rover Vogue SE 4.4 SDV8,"95,004 kms",Diesel,Automatic,1st Owner,2013,1498 cc,5 Seats,39.75 Lakh
BMW X1 sDrive20i xLine,"68,753 kms",Petrol,Automatic,2nd Owner,2019,1956 cc,5 Seats,28.10 Lakh
Ford Ecosport 1.5 DV5 MT Titanium,"62,500 kms",Diesel,Manual,1st Owner,2015,1582 cc,5 Seats,4.75 Lakh
Jeep Compass 2.0 Sport Plus BSIV,"62,000 kms",Diesel,Manual,1st Owner,2019,1498 cc,5 Seats,15.75 Lakh
Hyundai Creta 1.6 CRDi AT S Plus,"85,000 kms",Diesel,Automatic,1st Owner,2017,1248 cc,5 Seats,8.95 Lakh
Honda WR-V i-DTEC VX,"58,000 kms",Diesel,Manual,1st Owner,2017,2143 cc,5 Seats,6.99 Lakh
Maruti Baleno 1.3 Zeta,"55,500 kms",Diesel,Manual,1st Owner,2018,1248 cc,5 Seats,6.20 Lakh
Mercedes-Benz GLE 250d,"49,000 kms",Diesel,Automatic,1st Owner,2017,1956 cc,5 Seats,44 Lakh
Maruti Baleno 1.3 Zeta,"54,000 kms",Diesel,Manual,1st Owner,2018,1956 cc,5 Seats,6.25 Lakh
Tata Harrier XM,"32,500 kms",Diesel,Manual,1st Owner,2019,1950 cc,5 Seats,12.50 Lakh
Tata Harrier XM,"33,500 kms",Diesel,Manual,1st Owner,2019,0 cc,5 Seats,12.60 Lakh
Mercedes-Benz E-Class Expression E 220 d BSIV,"17,000 kms",Diesel,Automatic,1st Owner,2020,1950 cc,5 Seats,58 Lakh
MG ZS EV Exclusive,"38,000 kms",Electric,Automatic,1st Owner,2020,1950 cc,5 Seats,21.10 Lakh
Mercedes-Benz C-Class Progressive C 200,"16,500 kms",Petrol,Automatic,1st Owner,2018,1998 cc,5 Seats,36.50 Lakh
Mercedes-Benz E-Class Exclusive E 220d,"2,000 kms",Diesel,Automatic,1st Owner,2022,1950 cc,5 Seats,76.25 Lakh
Mini Cooper D,"29,000 kms",Diesel,Automatic,2nd Owner,2014,1197 cc,5 Seats,18.90 Lakh
Mercedes-Benz C-Class Progressive C 220d,"24,000 kms",Diesel,Automatic,2nd Owner,2020,1995 cc,5 Seats,39 Lakh
Maruti Swift LXI,"37,229 kms",Petrol,Manual,1st Owner,2020,2179 cc,7 Seats,4.83 Lakh
BMW X3 xDrive 20d Luxury Line,"19,000 kms",Diesel,Automatic,1st Owner,2021,1968 cc,5 Seats,60 Lakh
Mahindra XUV500 W6 2WD,"90,928 kms",Diesel,Manual,1st Owner,2013,1373 cc,7 Seats,4.31 Lakh
Audi A3 35 TDI Premium Plus,"39,000 kms",Diesel,Automatic,1st Owner,2020,1950 cc,5 Seats,25.80 Lakh
Maruti Ertiga VXI CNG,"44,000 kms",Cng,Manual,1st Owner,2016,1399 cc,5 Seats,7.25 Lakh
Mercedes-Benz C-Class Progressive C 200,"12,000 kms",Petrol,Automatic,1st Owner,2021,1497 cc,5 Seats,49.90 Lakh
Ford Figo Diesel Titanium,"86,483 kms",Diesel,Manual,3rd Owner,2014,1598 cc,5 Seats,1.93 Lakh
Honda City Edge Edition SV,"20,000 kms",Petrol,Manual,1st Owner,2019,1950 cc,5 Seats,9 Lakh
Renault Duster Petrol RxL,"49,000 kms",Petrol,Manual,2nd Owner,2017,2755 cc,7 Seats,5.75 Lakh
Mercedes-Benz C-Class Progressive C 200,"12,000 kms",Petrol,Automatic,1st Owner,2021,1197 cc,5 Seats,47.90 Lakh
Toyota Innova Crysta 2.8 GX AT BSIV,"26,000 kms",Diesel,Automatic,1st Owner,2018,1248 cc,5 Seats,18.75 Lakh
Toyota Glanza G,"40,252 kms",Petrol,Manual,1st Owner,2020,1997 cc,5 Seats,6.06 Lakh
Maruti Swift VDI BSIV,"97,947 kms",Diesel,Manual,2nd Owner,2014,1582 cc,5 Seats,3.23 Lakh
Land Rover Range Rover Velar R-Dynamic S Petrol MY21,"38,000 kms",Petrol,Automatic,1st Owner,2020,1197 cc,5 Seats,85 Lakh
Hyundai Creta 1.6 CRDi AT SX Plus,"1,50,715 kms",Diesel,Automatic,1st Owner,2015,1968 cc,5 Seats,7.16 Lakh
Hyundai i10 Sportz,"1,02,820 kms",Petrol,Manual,1st Owner,2010,1996 cc,7 Seats,1.58 Lakh
Skoda New Laura Ambiente 2.0 TDI CR AT,"1,09,403 kms",Diesel,Automatic,3rd Owner,2012,1462 cc,7 Seats,2.53 Lakh
MG Gloster Savvy 7-Str,"11,000 kms",Diesel,Automatic,2nd Owner,2021,1197 cc,5 Seats,39.65 Lakh
Maruti Ertiga VXI AT,"37,377 kms",Petrol,Automatic,1st Owner,2019,1461 cc,5 Seats,8.58 Lakh
Maruti Swift Dzire VXI,"84,728 kms",Petrol,Manual,2nd Owner,2015,1969 cc,5 Seats,3.67 Lakh
Renault Duster 85PS Diesel RxE,"53,548 kms",Diesel,Manual,2nd Owner,2013,1968 cc,5 Seats,3.24 Lakh
Volvo S90 D4 Inscription BSIV,"20,000 kms",Diesel,Automatic,1st Owner,2018,1197 cc,5 Seats,44.75 Lakh
Audi A6 2.0 TDI,"29,397 kms",Diesel,Automatic,1st Owner,2014,1997 cc,7 Seats,16.19 Lakh
Hyundai Grand i10 Asta,"30,346 kms",Petrol,Manual,1st Owner,2016,1248 cc,5 Seats,4.06 Lakh
Mahindra XUV500 W10 1.99 mHawk,"42,119 kms",Diesel,Manual,1st Owner,2017,1248 cc,5 Seats,10.63 Lakh
Maruti Swift Dzire VDI,"1,20,450 kms",Diesel,Manual,2nd Owner,2014,1451 cc,5 Seats,3.27 Lakh
Maruti Swift LDI BSIV,"1,48,393 kms",Diesel,Manual,3rd Owner,2014,2993 cc,5 Seats,2.67 Lakh
MG Hector Hybrid Sharp MT,"21,549 kms",Petrol,Manual,1st Owner,2020,1248 cc,5 Seats,13.39 Lakh
BMW X5 xDrive 30d,"85,000 kms",Diesel,Automatic,2nd Owner,2015,1799 cc,5 Seats,29.75 Lakh
Maruti Vitara Brezza VDi Option,"90,468 kms",Diesel,Manual,1st Owner,2016,1497 cc,5 Seats,5.90 Lakh
Honda Civic ZX BSIV,"20,900 kms",Petrol,Automatic,1st Owner,2019,1950 cc,5 Seats,15.56 Lakh
Hyundai Creta SX,"19,234 kms",Petrol,Manual,1st Owner,2021,1497 cc,5 Seats,13.87 Lakh
Mercedes-Benz GLC Coupe 300d 4MATIC,"24,900 kms",Diesel,Automatic,1st Owner,2021,1493 cc,5 Seats,71.50 Lakh
Tata Nexon 1.5 Revotorq XZA Plus DualTone,"73,269 kms",Diesel,Automatic,1st Owner,2018,1353 cc,5 Seats,8.75 Lakh
Kia Seltos HTX Plus D,"48,101 kms",Diesel,Manual,1st Owner,2020,1997 cc,5 Seats,15.25 Lakh
Kia Seltos GTX Plus,"24,001 kms",Petrol,Manual,1st Owner,2020,1999 cc,7 Seats,14.95 Lakh
Jaguar XF 2.0 Petrol Prestige,"7,500 kms",Petrol,Automatic,1st Owner,2020,1956 cc,5 Seats,47 Lakh
Hyundai Alcazar Platinum 7-Seater,"9,701 kms",Petrol,Manual,1st Owner,2022,999 cc,5 Seats,19.49 Lakh
Tata Harrier XZA AT,"27,133 kms",Diesel,Automatic,1st Owner,2021,4461 cc,7 Seats,19.90 Lakh
Renault KWID Climber 1.0 AMT Opt,"18,270 kms",Petrol,Automatic,1st Owner,2022,1373 cc,5 Seats,5.25 Lakh
Toyota Land Cruiser VX,"56,000 kms",Diesel,Automatic,1st Owner,2018,1197 cc,5 Seats,1.58 Crore
Maruti Ciaz VXi,"50,001 kms",Petrol,Manual,1st Owner,2015,1197 cc,5 Seats,5.50 Lakh
Maruti Swift VXI 2018,"56,681 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats,5.60 Lakh
Maruti Baleno Alpha,"2,755 kms",Petrol,Manual,1st Owner,2022,2179 cc,7 Seats,9.80 Lakh
Maruti Baleno 1.2 Alpha,"46,201 kms",Petrol,Manual,1st Owner,2017,1197 cc,5 Seats,6.50 Lakh
Mahindra XUV500 W10 2WD,"85,001 kms",Diesel,Manual,1st Owner,2016,1993 cc,5 Seats,9.50 Lakh
Hyundai Grand i10 AT Asta,"64,836 kms",Petrol,Automatic,1st Owner,2015,1197 cc,5 Seats,4.65 Lakh
Mercedes-Benz C-Class C 220d,"4,000 kms",Diesel,Automatic,1st Owner,2022,1353 cc,5 Seats,62 Lakh
Hyundai Grand i10 Nios AMT Sportz,"24,057 kms",Petrol,Automatic,1st Owner,2020,1956 cc,7 Seats,6.90 Lakh
Hyundai Creta SX Turbo Dualtone,"49,559 kms",Petrol,Automatic,1st Owner,2020,1497 cc,5 Seats,16.95 Lakh
Tata New Safari XZA Plus AT,"10,289 kms",Diesel,Automatic,1st Owner,2022,1956 cc,5 Seats,23.50 Lakh
Honda City i VTEC CVT VX,"64,000 kms",Petrol,Automatic,1st Owner,2016,1451 cc,5 Seats,7.75 Lakh
MG Hector Smart Diesel MT BSIV,"54,001 kms",Diesel,Manual,2nd Owner,2019,1798 cc,5 Seats,14.50 Lakh
MG Hector Sharp DCT,"27,779 kms",Petrol,Automatic,1st Owner,2021,1396 cc,5 Seats,18.25 Lakh
Skoda Octavia 1.8 TSI AT Style Plus,"70,000 kms",Petrol,Automatic,1st Owner,2017,2499 cc,5 Seats,13.49 Lakh
Hyundai Creta 1.4 CRDi S,"70,000 kms",Diesel,Manual,1st Owner,2017,1498 cc,5 Seats,8.35 Lakh
Lexus NX 300h Luxury,"49,000 kms",Petrol,Automatic,1st Owner,2019,2925 cc,5 Seats,48 Lakh
Volkswagen Polo 1.5 TDI Trendline,"1,15,000 kms",Diesel,Manual,1st Owner,2016,1462 cc,6 Seats,4.10 Lakh
Mercedes-Benz S-Class S 350 d,"13,000 kms",Diesel,Automatic,2nd Owner,2014,1353 cc,5 Seats,47.75 Lakh
Maruti XL6 Alpha AT,"35,000 kms",Petrol,Automatic,1st Owner,2021,1798 cc,5 Seats,12 Lakh
Kia Seltos GTX Plus DCT,"3,900 kms",Petrol,Automatic,2nd Owner,2021,2925 cc,7 Seats,18.95 Lakh
Toyota Corolla Altis G AT,"63,000 kms",Petrol,Automatic,1st Owner,2014,1968 cc,5 Seats,8.95 Lakh
Mercedes-Benz GLS 400d 4MATIC,"15,000 kms",Diesel,Automatic,2nd Owner,2020,2143 cc,5 Seats,1.17 Crore
Audi A4 2.0 TDI,"60,000 kms",Diesel,Automatic,1st Owner,2014,1998 cc,5 Seats,11.49 Lakh
Mercedes-Benz C-Class C 220 CDI Avantgarde,"23,000 kms",Diesel,Automatic,1st Owner,2013,2993 cc,5 Seats,12.45 Lakh
BMW 5 Series 530i M Sport,"6,000 kms",Petrol,Automatic,1st Owner,2022,1968 cc,5 Seats,66 Lakh
BMW X5 xDrive 30d xLine,"25,000 kms",Diesel,Automatic,1st Owner,2020,1950 cc,5 Seats,83 Lakh
Audi Q3 2.0 TDI Quattro Premium Plus,"64,000 kms",Diesel,Automatic,2nd Owner,2014,1461 cc,5 Seats,12.50 Lakh
Mercedes-Benz C-Class Progressive C 200,"17,000 kms",Petrol,Automatic,1st Owner,2018,2184 cc,4 Seats,36 Lakh
Renault Duster 110PS Diesel RxS AMT,"40,000 kms",Diesel,Automatic,2nd Owner,2016,1198 cc,5 Seats,6.95 Lakh
Mahindra Thar LX 4-Str Convert Top Diesel AT,"30,000 kms",Diesel,Automatic,1st Owner,2020,1451 cc,5 Seats,18.75 Lakh
Honda Brio S MT,"79,000 kms",Petrol,Manual,1st Owner,2012,1199 cc,5 Seats,2.60 Lakh
MG Hector Sharp DCT,"26,000 kms",Petrol,Automatic,1st Owner,2020,2967 cc,7 Seats,17 Lakh
Honda Amaze S Petrol,"25,102 kms",Petrol,Manual,1st Owner,2019,1198 cc,5 Seats,6.40 Lakh
Audi Q7 45 TDI Quattro Technology,"65,000 kms",Diesel,Automatic,1st Owner,2017,1197 cc,5 Seats,46 Lakh
Volkswagen Polo Petrol Comfortline 1.2L,"35,000 kms",Petrol,Manual,1st Owner,2014,1991 cc,5 Seats,3.90 Lakh
Hyundai Grand i10 Magna,"33,000 kms",Petrol,Manual,2nd Owner,2014,2987 cc,7 Seats,3.40 Lakh
Mercedes-Benz GLC 300 4MATIC Sport,"29,000 kms",Petrol,Automatic,1st Owner,2019,1998 cc,5 Seats,48.10 Lakh
Mercedes-Benz GLS 350d Grand Edition,"45,000 kms",Diesel,Automatic,2nd Owner,2016,2499 cc,5 Seats,59.50 Lakh
BMW X3 xDrive 30i Luxury Line,"25,500 kms",Petrol,Automatic,1st Owner,2018,2755 cc,7 Seats,45 Lakh
Lexus NX 300h Luxury,"48,000 kms",Petrol,Automatic,1st Owner,2019,1995 cc,5 Seats,48.25 Lakh
Toyota Fortuner 2.8 4WD MT BSIV,"1,00,000 kms",Diesel,Manual,1st Owner,2017,1498 cc,5 Seats,24.45 Lakh
BMW 5 Series 520d Luxury Line,"29,000 kms",Diesel,Automatic,1st Owner,2019,1198 cc,5 Seats,48 Lakh
Nissan Sunny XV,"83,000 kms",Petrol,Manual,1st Owner,2012,2498 cc,7 Seats,2.85 Lakh
Nissan Micra XV,"57,000 kms",Petrol,Manual,1st Owner,2011,2143 cc,5 Seats,2 Lakh
Mahindra Thar 4X4,"59,000 kms",Diesel,Manual,2nd Owner,2014,2179 cc,5 Seats,5.90 Lakh
Mercedes-Benz GLE 250d,"45,000 kms",Diesel,Automatic,1st Owner,2019,2179 cc,5 Seats,56 Lakh
Land Rover Range Rover Evoque 2.2L Prestige,"69,000 kms",Diesel,Automatic,2nd Owner,2014,2987 cc,7 Seats,25.90 Lakh
Land Rover Range Rover Evoque 2.2L Prestige,"69,000 kms",Diesel,Automatic,1st Owner,2015,5950 cc,4 Seats,29.90 Lakh
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,"79,000 kms",Diesel,Automatic,3rd Owner,2015,2143 cc,5 Seats,34.90 Lakh
Bentley Flying Spur W12,"44,000 kms",Petrol,Automatic,1st Owner,2013,2967 cc,5 Seats,68.90 Lakh
Mercedes-Benz GLC 220d 4MATIC Sport,"69,000 kms",Diesel,Automatic,1st Owner,2017,2755 cc,7 Seats,38.90 Lakh
Audi A6 3.0 TDI Quattro Premium Plus,"68,000 kms",Diesel,Automatic,2nd Owner,2013,1796 cc,5 Seats,11.25 Lakh
Toyota Fortuner 2.8 2WD MT BSIV,"60,000 kms",Diesel,Manual,1st Owner,2019,2477 cc,7 Seats,31 Lakh
Mercedes-Benz C-Class C 200 CGI Elegance,"86,000 kms",Petrol,Automatic,1st Owner,2011,1197 cc,5 Seats,8.25 Lakh
Mitsubishi Pajero Sport 4X2 AT Dual Tone,"39,000 kms",Diesel,Automatic,1st Owner,2017,1198 cc,5 Seats,16.45 Lakh
Hyundai Grand i10 Nios Magna,"12,000 kms",Petrol,Manual,2nd Owner,2020,1999 cc,5 Seats,6.25 Lakh
Honda Amaze EX i-Vtech,"85,000 kms",Petrol,Manual,1st Owner,2014,1248 cc,5 Seats,3.60 Lakh
Land Rover Discovery Sport TD4 HSE,"1,20,000 kms",Diesel,Automatic,1st Owner,2016,2996 cc,7 Seats,29.50 Lakh
Maruti SX4 S Cross Zeta DDiS 200 SH,"90,000 kms",Diesel,Manual,1st Owner,2018,2993 cc,5 Seats,7.51 Lakh
Mercedes-Benz GLS 400 4MATIC,"80,000 kms",Petrol,Automatic,1st Owner,2017,1248 cc,5 Seats,62.50 Lakh
BMW X5 xDrive 30d Expedition,"34,000 kms",Diesel,Automatic,1st Owner,2019,1451 cc,6 Seats,56.50 Lakh
Maruti Ciaz VDi Plus,"72,000 kms",Diesel,Manual,1st Owner,2015,1950 cc,5 Seats,4.65 Lakh
MG Hector Plus Sharp DCT,"18,000 kms",Petrol,Automatic,1st Owner,2021,2143 cc,5 Seats,19 Lakh
Mercedes-Benz C-Class Progressive C 200,"11,000 kms",Petrol,Automatic,1st Owner,2021,1595 cc,5 Seats,47.90 Lakh
Mercedes-Benz E-Class E250 CDI Avantgarde,"60,625 kms",Diesel,Automatic,2nd Owner,2016,1197 cc,5 Seats,25.90 Lakh
Mercedes-Benz A Class A180 Sport,"68,000 kms",Petrol,Automatic,1st Owner,2017,4663 cc,5 Seats,17 Lakh
Maruti Baleno 1.2 CVT Delta,"75,000 kms",Petrol,Automatic,1st Owner,2016,1968 cc,5 Seats,5.25 Lakh
Mercedes-Benz S-Class S 500 L,"70,000 kms",Petrol,Automatic,2nd Owner,2015,2987 cc,7 Seats,49 Lakh
Audi Q3 2.0 TDI Quattro Premium Plus,"73,000 kms",Diesel,Automatic,1st Owner,2015,1968 cc,5 Seats,15.89 Lakh
Mercedes-Benz GLS 350d 4MATIC,"65,000 kms",Diesel,Automatic,1st Owner,2017,2995 cc,5 Seats,58.85 Lakh
Audi Q3 35 TDI Quattro Premium Plus,"70,011 kms",Diesel,Automatic,1st Owner,2015,2755 cc,7 Seats,17.50 Lakh
Land Rover Range Rover 3.0 Petrol LWB Vogue BSIV,"40,000 kms",Petrol,Automatic,1st Owner,2019,1968 cc,5 Seats,1.92 Crore
Toyota Innova Crysta 2.8 ZX AT BSIV,"67,011 kms",Diesel,Automatic,1st Owner,2017,1497 cc,5 Seats,17.50 Lakh
Skoda Yeti Ambition 4X2,"1,03,000 kms",Diesel,Manual,1st Owner,2013,1998 cc,5 Seats,3.25 Lakh
Honda City i-VTEC CVT ZX,"50,000 kms",Petrol,Automatic,2nd Owner,2017,1197 cc,5 Seats,9.49 Lakh
Volvo XC60 B5 Inscripition,"7,000 kms",Petrol,Automatic,1st Owner,2022,3198 cc,7 Seats,68.50 Lakh
Maruti Swift Dzire VXI 1.2,"30,000 kms",Petrol,Manual,1st Owner,2019,1991 cc,5 Seats,6.40 Lakh
Ford Endeavour Titanium Plus 4X4,"44,000 kms",Diesel,Automatic,1st Owner,2018,1353 cc,5 Seats,31.49 Lakh
Mercedes-Benz GLC 300 4MATIC Sport,"28,500 kms",Petrol,Automatic,1st Owner,2019,1248 cc,5 Seats,48 Lakh
Hyundai Creta SX Opt Turbo,"8,000 kms",Petrol,Automatic,1st Owner,2021,1497 cc,5 Seats,19.75 Lakh
Maruti Swift VDI,"60,000 kms",Diesel,Manual,1st Owner,2019,1197 cc,5 Seats,5.90 Lakh
Honda City V AT,"70,000 kms",Petrol,Automatic,2nd Owner,2012,1995 cc,5 Seats,3.94 Lakh
Maruti Ignis 1.2 Alpha BSIV,"80,000 kms",Petrol,Manual,1st Owner,2018,1497 cc,5 Seats,4.35 Lakh
BMW X1 sDrive 20d xLine,"25,000 kms",Diesel,Automatic,1st Owner,2019,796 cc,5 Seats,30 Lakh
Honda City V MT,"2,000 kms",Petrol,Manual,1st Owner,2022,2694 cc,7 Seats,10.50 Lakh
Maruti Alto 800 LXI,"35,000 kms",Petrol,Manual,1st Owner,2018,2987 cc,5 Seats,3.20 Lakh
Toyota Innova Crysta 2.7 ZX AT,"26,000 kms",Petrol,Automatic,1st Owner,2018,2184 cc,4 Seats,20 Lakh
Maserati Ghibli Diesel BSIV,"12,000 kms",Diesel,Automatic,1st Owner,2016,1197 cc,5 Seats,66 Lakh
Mahindra Thar LX 4-Str Convert Top Diesel AT,"13,001 kms",Diesel,Automatic,1st Owner,2022,2143 cc,5 Seats,17.75 Lakh
Hyundai Xcent 1.2 VTVT S,"60,000 kms",Petrol,Manual,2nd Owner,2019,1199 cc,5 Seats,4.75 Lakh
Mercedes-Benz C-Class C 220 CDI Avantgarde,"37,000 kms",Diesel,Automatic,2nd Owner,2015,2498 cc,6 Seats,21.50 Lakh
Honda Jazz 1.2 V AT i VTEC,"27,200 kms",Petrol,Automatic,1st Owner,2017,1462 cc,5 Seats,6.90 Lakh
Mahindra Thar CRDe,"46,365 kms",Diesel,Manual,1st Owner,2017,1461 cc,5 Seats,7.72 Lakh
Maruti Ciaz Alpha BSIV,"82,496 kms",Petrol,Manual,1st Owner,2019,1248 cc,5 Seats,8.72 Lakh
